,name,user_card,titles,comment_num,comment_num,time,device,text,pic_num,video
20,物上请求权,id=6499017701&refer_flag=1001015010_,['物上请求权'],?评论,?1,2018-10-13 00:17,小米5X 拍人更美,突然发现在零点之后20分钟内看微信运动是一件很有意思的事情?#摄影不凡# 2北京·北京工商大学(阜成路校区),1.0,False
21,诶呦哇呀,id=5456733750&refer_flag=1001015010_,['诶呦哇呀'],?评论,?赞,2018-10-13 00:08,,"K最长的电影
    用了好朋友推荐的精华液，虽然不知道咋样效果，但是颜值好高呐，好漂亮！喜欢！
    冒着强大的心里不安和紧张，在我强大的自律下，我果然还是去吃了辣烤?，一个字！爽！尤其是当加热了之后，相当奶思，我平时鱼类只吃带鱼，看着鱼就觉得难受，结果今儿最后所有人听了筷子 ...展开全文c",9.0,False
22,Gw_na,id=2061967305&refer_flag=1001015010_,"['Gw_na', '微博会员', '熊猫守护者']",? 2,?2,2018-10-12 21:18,,真的忍不住要吐槽了，都是老大不小的人了，看不出来你倒进公共水池里的这些泡面渣、扔进来的水果梗没法冲进下水道吗？你自己要是乐意在自己家这样没人管得着你，但是大家共享的场所里真的拜托有点公德心，泡面渣倒厕所冲掉，水果梗自己提前揪下来扔垃圾桶里很难吗 2北京·北京工商大学(阜成路校区),2.0,False
23,zhizhimin1103,id=5735385571&refer_flag=1001015010_,['zhizhimin1103'],?评论,?赞,2018-10-12 23:33,,没事 没事 没事！ 2北京·北京工商大学(阜成路校区),0.0,False
24,Hakuna22,id=3906259116&refer_flag=1001015010_,['Hakuna22'],? 4,?3,2018-10-12 17:57,,我们还有很长的路要走 2北京·北京工商大学(阜成路校区),6.0,False
25,ChenNian阿念,id=2691328981&refer_flag=1001015010_,['ChenNian阿念'],? 8,?6,2018-10-12 22:23,,年轻，就应该有追求，有向往。 2北京·北京工商大学(阜成路校区),0.0,False
26,不做声母的辅音,id=5263668471&refer_flag=1001015010_,"['不做声母的辅音', '熊猫守护者']",?评论,?赞,2018-10-12 19:47,HUAWEI P20,就像眼睛觉得它好吃 可嘴巴不这么认为 2北京·北京工商大学(阜成路校区),1.0,False
27,YYY顺欣,id=5863395088&refer_flag=1001015010_,['YYY顺欣'],?评论,?赞,2018-10-12 11:32,,奢侈 2北京·北京工商大学(阜成路校区) LYYY顺欣的微博视频,0.0,True
28,TL小侯,id=1561501643&refer_flag=1001015010_,"['TL小侯', '', '熊猫守护者']",?评论,?赞,2018-10-12 18:21,,这个下班点搞什么交通管制？！ 2北京·北京工商大学(阜成路校区),0.0,False
29,张君雅小妹妹不是我,id=1952027134&refer_flag=1001015010_,"['张君雅小妹妹不是我', '微博会员']",? 1,?6,2018-10-12 16:50,华为P9手机摄影再突破,"刚刚路过学校，看着这条路，想起曾经的生活。感觉换了一个身份，不再是学生以后，现在的我和那时的我仿佛是生活在两个世界的人。自己和自己都可以离得那么远。更何况和别人呢。
朋友说简直是两个人，我说不，是同一个我生活在两个不同的世界，我还是我。 2北京·北京工商大学(阜成路校区)",0.0,False
30,Puzzle爱国青年张小宝,id=3183127632&refer_flag=1001015010_,"['Puzzle爱国青年张小宝', '微博会员']",? 2,?3,2018-10-12 09:32,iPhone 6s Plus,上个厕所划破的衣服，我也是个人才了实名diss学校的厕所！赔我衣服 2北京·北京工商大学(阜成路校区),1.0,False
31,你们还真不把我当流氓啊,id=5691869611&refer_flag=1001015010_,"['你们还真不把我当流氓啊', '微博问答答主']",?评论,?赞,2018-10-12 15:18,小米Max,今天才知道我学的是有机化学合成和物理化学方向，可能还沾一点分析化学 2北京·北京工商大学(阜成路校区),0.0,False
32,石平安-,id=2063978671&refer_flag=1001015010_,"['石平安-', '', '微博会员', '熊猫守护者']",?评论,?2,2018-10-12 11:35,,"?中关村异业众筹联盟
2018年上半年北京市的专利申请量和授权量分别为10.24万件和6.24万件，增幅分别为17%和20%，技术合同成交额2063亿元，同比增长25.2%，北京入选全球高被引科学家占全国的36%，达到90名。
专利成果转化任重道远。 2北京·北京工商大学(阜成路校区)",0.0,False
33,家里两只猫的骆闻舟,id=5297001283&refer_flag=1001015010_,['家里两只猫的骆闻舟'],?评论,?赞,2018-10-12 14:19,,吃得到才是本事 2北京·北京工商大学(阜成路校区),1.0,False
34,石平安-,id=2063978671&refer_flag=1001015010_,"['石平安-', '', '微博会员', '熊猫守护者']",? 2,?2,2018-10-12 08:14,,"如果您的mcn没有明确的资金投入及盈利点？
就来#微博MCN联盟# 结盟吧
理想很丰满、现实很骨感，
所有的理想都是在现实的不堪中建立的。  
如果您的自媒体没有方向及盈利点？
就来#群体联盟网红# 恋爱吧
梦想很美好、现实很残酷，...展开全文c",0.0,False
35,石平安-,id=2063978671&refer_flag=1001015010_,"['石平安-', '', '微博会员', '熊猫守护者']",? 2,?3,2018-10-12 11:09,,"#众创空间#
【众创空间孵化大众化创业者多精英少啊】
据了解，众创空间孵化器行业2017年，创业孵化载体培育创业企业及团队超过58.5万个。其中：孵化器在孵企业17.5万家，众创空间创业团队及企业41万个。孵化期内在孵企业研发投入强度达到9.15%，拥有有效知识产权30万项，培育上市挂牌企业2775家，其中 ...展开全文c",0.0,False
36,Dkbw,id=5301195470&refer_flag=1001015010_,['Dkbw'],? 3,?1,2018-10-12 10:02,荣耀V8 脱影而出,"读了研之后为什么都不一样呢
认真讲再有一根稻草就不想继续坚持了 2北京·北京工商大学(阜成路校区)",0.0,False
37,刘东晓official,id=6067914381&refer_flag=1001015010_,['刘东晓official'],?评论,?赞,2018-10-12 09:30,小米5X 拍人更美,挑战来了，心里没底 2北京·北京工商大学(阜成路校区),0.0,False
38,石平安-,id=2063978671&refer_flag=1001015010_,"['石平安-', '', '微博会员', '熊猫守护者']",?评论,?1,2018-10-12 08:34,,"#群体联盟网红#
大概16年推向热点的是papi酱，
那个时候被投资了1200万人民币，
当年papi酱的第一次广告拍卖了2200万。
看起来：
美貌和智慧并不能牢牢抓住人们的心，
真正抓住人心的是金钱。 2北京·北京工商大学(阜成路校区)",0.0,False
39,wuliDaria,id=5254857351&refer_flag=1001015010_,"['wuliDaria', '熊猫守护者']",?评论,?1,2018-10-12 07:45,小米8周年旗舰手机,今天的麻团没有馅 2北京·北京工商大学(阜成路校区),1.0,False
40,肉食评估师,id=3286003961&refer_flag=1001015010_,"['肉食评估师', '微博会员']",?评论,?赞,2018-10-12 06:32,,早安 北京 2北京·北京工商大学(阜成路校区),1.0,False
41,石平安-,id=2063978671&refer_flag=1001015010_,"['石平安-', '', '微博会员', '熊猫守护者']",?评论,?2,2018-10-12 06:10,,"10月9日，
全国国有企业改革座谈会在京召开。

会议还提出了六项要“突出抓好”的任务，
包括：中国特色现代企业制度、
混合所有制改革、市场化经营机制、
供给侧结构性改革、授权经营体制、...展开全文c",0.0,False
42,李晗荧,id=5234441022&refer_flag=1001015010_,"['李晗荧', '微博问答答主']",? 1,?赞,2018-10-11 23:57,,想你，成为日常 2北京·北京工商大学(阜成路校区),2.0,False
43,甜苏苏的大温温,id=5313659684&refer_flag=1001015010_,"['甜苏苏的大温温', '微博会员', '熊猫守护者']",?评论,?6,2018-10-12 00:00,,等着有人跟我换头像哈哈哈哈哈哈哈 2北京·北京工商大学(阜成路校区),2.0,False
0,璞梓晗,id=3318422685&refer_flag=1001015010_,['璞梓晗'],?评论,?赞,2018-10-06 15:11,小米6X 拍人更美,终于进了流利班，不容易不容易呀? 2北京·北京工商大学(阜成路校区),0.0,False
1,石平安-,id=2063978671&refer_flag=1001015010_,"['石平安-', '', '微博会员', '熊猫守护者']",? 2,?3,2018-10-06 07:39,,"#群体联盟网红#
【mcn打造同质化网红给自己制造竞争对手】
垂直领域内容竞争越来越激烈，
同质化网红严重，
孵化公司mcn纷纷涌现，
打造网红虽然变成了流水线作业，
现代的网红不只是有百万千万粉丝，...展开全文c",0.0,False
2,刘东晓official,id=6067914381&refer_flag=1001015010_,['刘东晓official'],?评论,?赞,2018-10-06 07:20,小米5X 拍人更美,我活的好累 2北京·北京工商大学(阜成路校区),0.0,False
3,郭望gloria,id=3460238740&refer_flag=1001015010_,['郭望gloria'],?评论,?1,2018-10-05 23:08,,啊累死了 2北京·北京工商大学(阜成路校区),6.0,False
4,石平安-,id=2063978671&refer_flag=1001015010_,"['石平安-', '', '微博会员', '熊猫守护者']",?评论,?2,2018-10-06 05:04,,"#我的微博数据日报#
【我的微博数据日报】
博主君在mcn@平安众筹网  
涨粉资源设置环境下
粉丝与博文头条优质度及数量成正比
粉丝头条效果与微博优质度成正比。 2北京·北京工商大学(阜成路校区)",9.0,False
5,骑猪少女带猪飞,id=5684537718&refer_flag=1001015010_,"['骑猪少女带猪飞', '熊猫守护者']",?评论,?1,2018-10-05 23:03,OPPO R9,青岛很美，绿树红瓦，蓝色大海！ 2北京·北京工商大学(阜成路校区),2.0,False
6,啊啊猪伦儿,id=1774325785&refer_flag=1001015010_,"['啊啊猪伦儿', '微博问答答主']",? 3,?3,2018-10-05 15:41,,"这种天气，右转头从桌子望向窗外。和小时候看到的场景那么像。用力吸气就是最喜欢阳光和树混合在一起的味道。
不知道有什么比现在的安静更可爱了。
一个下午，一个人，一本书，一只猫，一杯茶，一个日本民谣歌单。 2北京·北京工商大学(阜成路校区)",4.0,False
7,海勤宝宝,id=5342118161&refer_flag=1001015010_,['海勤宝宝'],? 3,?12,2018-10-05 14:32,,发完微博我就去睡觉！ 2北京·北京工商大学(阜成路校区),9.0,False
8,麦兜583,id=3319231385&refer_flag=1001015010_,['麦兜583'],? 7,?7,2018-10-05 19:14,HUAWEI nova 2s,假期估计结束了 2北京·北京工商大学(阜成路校区),4.0,False
9,与zangzang秀恩爱的日常,id=2348865790&refer_flag=1001015010_,['与zangzang秀恩爱的日常'],?评论,?2,2018-10-05 23:26,,#这一刻的小时光# 2北京·北京工商大学(阜成路校区),1.0,False
10,仙仙儿粉,id=5597678356&refer_flag=1001015010_,"['仙仙儿粉', '微博会员']",? 2,?赞,2018-10-06 00:31,OPPO R9,会让你知道，让我哭一晚上的代价是什么 2北京·北京工商大学(阜成路校区),0.0,False
11,罗凌紫若,id=2158579947&refer_flag=1001015010_,['罗凌紫若'],? 1,?3,2018-10-05 10:22,,"昨天的我俩

今天的我俩 2北京·北京工商大学(阜成路校区)",3.0,False
12,无名指上戒指,id=3938486871&refer_flag=1001015010_,"['无名指上戒指', '熊猫守护者']",?评论,?1,2018-10-05 17:47,,靠黑咖啡来拯救我 2北京·北京工商大学(阜成路校区),1.0,False
13,假小子要蜕变,id=3870743215&refer_flag=1001015010_,"['假小子要蜕变', '微博会员', '熊猫守护者']",?评论,?赞,2018-10-05 16:49,HUAWEI nova手机,"我最擅长的事情是  放弃  
嗯     
认识到位…… 2北京·北京工商大学(阜成路校区)",1.0,False
14,大海哥要幸福,id=5395923710&refer_flag=1001015010_,['大海哥要幸福'],?评论,?3,2018-10-05 11:19,红米Note 5 AI双摄,"不知道北工商养活了多少乌鸦，一直啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我。。。。。。。 2北京·北京工商大学(阜成路校区)",1.0,False
15,王二狗HNU,id=5761769005&refer_flag=1001015010_,['王二狗HNU'],?评论,?赞,2018-10-05 21:06,HUAWEI Mate 10,#结果无价值与行为无价值论#行为无价值为什么认为偶然防卫是故意的未遂犯呢。偶然防卫是行为无价值，但是缺乏结果无价值。如果成立未遂，那不就是否认结果和行为的因果关系了吗?因果关系是客观存在的，行为无价值怎么可以这样说。 2北京·北京工商大学(阜成路校区),0.0,False
16,烤五花肉我爱吃,id=1772991001&refer_flag=1001015010_,['烤五花肉我爱吃'],?评论,?赞,2018-10-05 20:32,,我伦2007年的这张live真的是宝藏呀宝藏，在自习室戴着耳机听了1个多小时? 好想穿越到2007年去听现场啊啊啊啊啊  好了好了，我得把耳机摘下来了要不然学不了习了 2北京·北京工商大学(阜成路校区),1.0,False
17,方华要一直努力,id=5492578453&refer_flag=1001015010_,['方华要一直努力'],?评论,?1,2018-10-04 22:50,,"#flag#第十八天
今天   2北京·北京工商大学(阜成路校区)",6.0,False
18,李意小涵涵,id=5237159257&refer_flag=1001015010_,"['李意小涵涵', '熊猫守护者']",?评论,?赞,2018-10-05 21:18,HUAWEI Mate 10,#熊猫手信#我是今日第4025位红外相机照片兑换者，守护者们累计兑够5万张就能募集到1台红外相机，用于大熊猫等野生动物的科学监测，戳链接加入#熊猫守护者#一起助力公益 O熊猫守护者 2北京·北京工商大学(阜成路校区),1.0,False
19,成长中的冯小姐,id=5162174396&refer_flag=1001015010_,['成长中的冯小姐'],? 4,?2,2018-10-05 11:34,HUAWEI nova 2,#萌萌红脸蛋##带着边框一起拍# 中了酸菜小鱼的毒 2北京·北京工商大学(阜成路校区),1.0,False
20,然61,id=5671549468&refer_flag=1001015010_,['然61'],? 3,?2,2018-10-04 23:47,荣耀9 美得有声有色,国庆 逛吃逛吃逛吃!#萌萌红脸蛋# 2北京·北京工商大学(阜成路校区),9.0,False
21,刘东晓official,id=6067914381&refer_flag=1001015010_,['刘东晓official'],?评论,?赞,2018-10-05 16:45,小米5X 拍人更美,2北京·北京工商大学(阜成路校区),1.0,False
22,hyacin552,id=6264303154&refer_flag=1001015010_,['hyacin552'],? 1,?6,2018-10-04 20:44,华为麦芒4,#男女之间存在纯友谊吗# 从一个女生的角度 1.不管玩的多好，要和有女朋友的男生保持距离 2.如果不喜欢身边的异性朋友，一定要渗透给他们这一点，待人真诚，不找备胎 3.和好朋友的男友点头之交 4.如果长的丑就忽略第二点，在你身边的朋友们都是真爱，就别太自恋了 2北京·北京工商大学(阜成路校区)  ...展开全文c,0.0,False
23,郭望gloria,id=3460238740&refer_flag=1001015010_,['郭望gloria'],? 2,?3,2018-10-04 21:58,,2北京·北京工商大学(阜成路校区),6.0,False
24,李洋_LiYang,id=1402809031&refer_flag=1001015010_,"['李洋_LiYang', '', '微博会员']",? 2,?1,2018-10-04 09:11,,解锁新技能……开始淘气了 2北京·北京工商大学(阜成路校区) L李洋_LiYang的微博视频,0.0,False
25,要谦虚点,id=5689023543&refer_flag=1001015010_,"['要谦虚点', '微博会员', '微博问答答主']",? 2,?赞,2018-10-04 20:04,微博视频,小煎饼味道不错 2北京·北京工商大学(阜成路校区) L要谦虚点的微博视频,0.0,False
26,吃遍帝都可好,id=5784405023&refer_flag=1001015010_,['吃遍帝都可好'],? 2,?2,2018-10-04 12:25,,"苏泰辣椒
1.黄咖喱炒虾 啊啊啊，巨巨巨好次的咖喱，拌着泰国香米堪称完美，虾肉也是新鲜弹牙辣种，强推！
2.冬阴功汤 次过的里面算蛮不错的，吃几口咖喱再喝它很解腻，里面四只大虾?，小米辣调味，比惯常的偏辣一点点，酸度平衡的刚刚好，香料的香气也很突出(o^^o)
3.炭烤猪颈肉 为这个酱汁实名打ca ...展开全文c",6.0,False
27,段子手月姐,id=3954904115&refer_flag=1001015010_,"['段子手月姐', '熊猫守护者']",?评论,?4,2018-10-04 18:26,,以前的时候最开心的事是相遇，后来才知道世界上最开心的事是重逢！贼开心安排 2北京·北京工商大学(阜成路校区),2.0,False
28,扑通扑通的少女心121,id=5869907301&refer_flag=1001015010_,['扑通扑通的少女心121'],?评论,?2,2018-10-04 19:50,小米8周年旗舰手机,突然好想养只猫咪啊，可爱死了，老夫的少女心啊。一书难求啊，绝版的绝版没货的没货 2北京·北京工商大学(阜成路校区),1.0,False
29,烤五花肉我爱吃,id=1772991001&refer_flag=1001015010_,['烤五花肉我爱吃'],?评论,?赞,2018-10-04 23:50,,国庆节大家都出去玩了一刷朋友圈，天南海北我也想出去玩儿 2北京·北京工商大学(阜成路校区),0.0,False
30,方华要一直努力,id=5492578453&refer_flag=1001015010_,['方华要一直努力'],?评论,?2,2018-10-03 22:55,,"#flag#第十七天
今天 2北京·北京工商大学(阜成路校区)",9.0,False
31,你们还真不把我当流氓啊,id=5691869611&refer_flag=1001015010_,"['你们还真不把我当流氓啊', '微博问答答主']",?评论,?1,2018-10-03 18:28,小米Max,"这些东西也就只能在微博上发一发了。要不然又有人说我腐败了。
大棒骨是真的好吃，入味而且不腻。
没有杯子，洗了两个酸奶瓶凑合喝的。
52°的牛栏山真的是劲大，喝了两杯，实在是喝不动啊，不过味还不错，喝完不上头，第二天起来头不疼。 2北京·北京工商大学(阜成路校区)",4.0,False
32,谢熙威v,id=3607520834&refer_flag=1001015010_,['谢熙威v'],? 2,?1,2018-10-04 17:54,,#为祖国母亲比心# 我爱科研 2北京·北京工商大学(阜成路校区),1.0,False
33,青芒呀青芒,id=5041614539&refer_flag=1001015010_,['青芒呀青芒'],?评论,?赞,2018-10-04 09:34,HUAWEI nova手机,挣扎的日常#纪念这一刻# 2北京·北京工商大学(阜成路校区),1.0,False
34,成长中的冯小姐,id=5162174396&refer_flag=1001015010_,['成长中的冯小姐'],? 4,?赞,2018-10-04 16:20,HUAWEI nova 2,对任何事情提不起兴趣，生活仿佛一潭死水，着实让人恐慌 2北京·北京工商大学(阜成路校区),1.0,False
35,你不知道的是wx,id=3511188450&refer_flag=1001015010_,['你不知道的是wx'],?评论,?1,2018-10-04 15:59,前后2000万 OPPO R11,怎么中秋节回来以后老给自己放假呢，很不应该哦⊙?⊙！ 2北京·北京工商大学(阜成路校区),3.0,False
36,用户林狗,id=5278038643&refer_flag=1001015010_,"['用户林狗', '熊猫守护者']",?评论,?赞,2018-10-03 20:14,荣耀V9 我想要的快,累瘫了 2北京·北京工商大学(阜成路校区),9.0,False
37,_Mr17_,id=1876487293&refer_flag=1001015010_,['_Mr17_'],? 5,?1,2018-10-04 13:27,三星 GALAXY S6 edge,10月3号，一个值得记住的日子，感觉离你又近了一些 2北京·北京工商大学(阜成路校区),0.0,False
38,大脸鬼嘿嘿嘿,id=3499107113&refer_flag=1001015010_,['大脸鬼嘿嘿嘿'],?评论,?2,2018-10-03 23:54,,"由爱豆生发的想三想四??
今天去借哭哭的相机意外和她聊起了追星 她问我为什么喜欢（秃头的）丁老师 还给我讲她追98年打英雄联盟的小鲜肉 她这样一个因为PPT没做好不想上去讲而哭泣的人 会勇敢的（厚着脸皮）在迷妹中冲上去给爱豆送礼物 我也跟她讲第一次见老丁 我们俩手舞足蹈的讲跟爱豆合 ...展开全文c",1.0,False
39,溢萱-北京小艾,id=2898270053&refer_flag=1001015010_,"['溢萱-北京小艾', '', '微博问答答主']",?评论,?3,2018-10-03 12:24,,爱已经辜负，但美不能 2北京·北京工商大学(阜成路校区) L溢萱-北京小艾的微博视频,0.0,False
40,方华要一直努力,id=5492578453&refer_flag=1001015010_,['方华要一直努力'],? 1,?2,2018-10-02 23:23,,"#flag#第十六天
今天的腿要废了 2北京·北京工商大学(阜成路校区)",5.0,False
41,我要瘦大腿不瘦就不改名,id=3480872842&refer_flag=1001015010_,"['我要瘦大腿不瘦就不改名', '熊猫守护者']",? 5,?1,2018-10-03 10:58,iPhone客户端,"打扰了
我一个人也能去动物园 2北京·北京工商大学(阜成路校区)",1.0,False
42,小孙996,id=3625988912&refer_flag=1001015010_,['小孙996'],?评论,?1,2018-10-04 01:57,小米6 拍人更美,一不小心两点了 2北京·北京工商大学(阜成路校区),1.0,False
43,抱起我的小金砖,id=2396858707&refer_flag=1001015010_,['抱起我的小金砖'],? 6,?19,2018-10-03 23:45,,"21岁:希望是最最最顺利最最最好运的一年
如果人生只有80天 那么我才刚出生 这是一个充满无限可能的年纪
前几天翻QQ空间留言板 看到了好多高考前的鼓励要好好努力鸭 2北京·北京工商大学(阜成路校区)",2.0,False
0,屁屁丫丫丫丫屁屁,id=6418049843&refer_flag=1001015010_,['屁屁丫丫丫丫屁屁'],?评论,?2,2018-10-09 23:27,,Day 118 120斤的大胖丫快和我回家啦。都是我喂的，对不起对不起。 2北京·北京工商大学(阜成路校区),3.0,False
1,一只怂兔,id=2602805265&refer_flag=1001015010_,"['一只怂兔', '微博会员']",?评论,?8,2018-10-10 00:51,HUAWEI P10,#摄影不凡# 凌晨12:30的实验室打卡_(:з」∠)_绝望到小哥哥给点的外卖都没心思吃 做大创的女人绝不认输 2北京·北京工商大学(阜成路校区),4.0,False
2,诶呦哇呀,id=5456733750&refer_flag=1001015010_,['诶呦哇呀'],?评论,?3,2018-10-09 22:59,,"K后来-刘若英
   北京天气太干了，回来第二天地方性咽炎又犯了?但还是忍不住吃了橘子，越来越喜欢黄颜色，看着很舒服，很阳光，元气满满，虽然和我的状态相反
   今天喝舍友聊到了过去的事，上学阶段我最喜欢的还是初中，老爸每天早上会开车送我，一路上开着音响，一起大唱，扫跑我的疲惫; ...展开全文c",3.0,False
3,倏忽而散,id=3264316562&refer_flag=1001015010_,['倏忽而散'],?评论,?7,2018-10-09 23:34,HUAWEI P20,#影##孙俪演技赞# 一个看影着魔的智障 2北京·北京工商大学(阜成路校区),1.0,False
4,Flare_X,id=5015509502&refer_flag=1001015010_,['Flare_X'],? 4,?6,2018-10-09 22:35,青春不怕晒jiu是这么燃超话,#青春不怕晒jiu是这么燃#@中国OOH青年广告创意大赛 20号第一次主场作战要加油啊！ 2北京·北京工商大学(阜成路校区),3.0,False
5,小爷是南孩子,id=6227042112&refer_flag=1001015010_,"['小爷是南孩子', '微博会员', '熊猫守护者']",?评论,?赞,2018-10-09 12:12,HUAWEI nova 3,"之前那个小红在到家后的第一天就丢了，
因此她就多了一个妹妹和一个弟弟。 2北京·北京工商大学(阜成路校区)",4.0,False
6,刘东晓official,id=6067914381&refer_flag=1001015010_,['刘东晓official'],?评论,?赞,2018-10-09 19:35,小米5X 拍人更美,大咖！ 2北京·北京工商大学(阜成路校区),4.0,False
7,言不由衷啊啊,id=5622221949&refer_flag=1001015010_,['言不由衷啊啊'],?评论,?赞,2018-10-09 23:01,,我点评了2北京·北京工商大学(阜成路校区)： 2北京·北京工商大学(阜成路校区),0.0,False
